loan_id,application_date,branch,sector,employment_type,loan_amount,tenure_months,interest_rate,annual_income,credit_score,has_collateral,previous_loans,days_past_due_history,recovery_agent_assigned,defaulted
NL200786,2023-02-19,Lalitpur-04,Agriculture,Self-Employed,239000.0,24,11.53,1142000.0,670.0,No,0,5,No,0
NL200787,2023-02-19,Lalitpur-02,Agriculture,Salaried,948000.0,12,9.63,747000.0,761.0,Yes,0,7,No,0
NL200788,2023-02-19,Pokhara-04,Agriculture,Self-Employed,363000.0,6,14.15,902000.0,566.0,No,2,17,No,0
NL200789,2023-02-19,Butwal-01,Trade,Business Owner,206000.0,18,11.45,392000.0,575.0,Yes,1,15,No,0
NL200790,2023-02-19,Kathmandu-03,Manufacturing,Business Owner,76000.0,36,10.62,292000.0,692.0,No,2,2,No,0
NL200791,2023-02-19,Dharan-03,Trade,Business Owner,256000.0,24,11.74,351000.0,646.0,No,1,6,No,0
NL200792,2023-02-19,Biratnagar-03,Service,Informal,192000.0,12,14.72,190000.0,503.0,No,2,19,No,0
NL200793,2023-02-19,Dharan-04,Trade,Business Owner,187000.0,12,11.09,397000.0,818.0,No,1,12,No,0
NL200794,2023-02-20,Biratnagar-03,Trade,Informal,601000.0,12,11.6,322000.0,806.0,No,1,18,No,0
NL200795,2023-02-20,Lalitpur-03,Manufacturing,Self-Employed,315000.0,48,10.96,466000.0,658.0,Yes,1,1,No,0
NL200796,2023-02-20,Kathmandu-01,Construction,Salaried,84000.0,48,12.3,504000.0,575.0,Yes,0,31,No,0
NL200797,2023-02-20,Birgunj-03,Trade,Self-Employed,472000.0,24,13.61,517000.0,577.0,No,0,4,No,0
NL200798,2023-02-20,Birgunj-02,Manufacturing,Salaried,91000.0,48,10.86,340000.0,677.0,No,0,6,No,0
NL200799,2023-02-20,Nepalgunj-01,Manufacturing,Salaried,499000.0,12,9.88,234000.0,776.0,Yes,1,11,No,0
NL200800,2023-02-20,Nepalgunj-04,Construction,Salaried,208000.0,36,10.14,200000.0,850.0,Yes,3,15,No,0
NL200801,2023-02-20,Lalitpur-03,Manufacturing,Self-Employed,317000.0,36,11.82,552000.0,611.0,Yes,1,7,No,0
NL200802,2023-02-20,Pokhara-01,Trade,Business Owner,291000.0,24,12.4,532000.0,606.0,Yes,2,21,No,0
NL200803,2023-02-20,Bhaktapur-01,Trade,Self-Employed,265000.0,36,11.93,206000.0,624.0,No,2,3,No,0
NL200804,2023-02-20,Lalitpur-01,Manufacturing,Salaried,347000.0,24,10.76,1184000.0,679.0,Yes,0,24,No,0
NL200805,2023-02-20,Kathmandu-01,Trade,Informal,315000.0,36,13.07,820000.0,559.0,No,2,17,No,0
NL200806,2023-02-20,Kathmandu-04,Construction,Self-Employed,1205000.0,12,13.95,260000.0,511.0,No,1,4,No,0
NL200807,2023-02-20,Birgunj-01,Construction,Salaried,351000.0,6,11.68,576000.0,,Yes,0,15,No,0
NL200808,2023-02-20,Lalitpur-03,Tourism,Salaried,357000.0,18,10.95,449000.0,669.0,Yes,0,18,No,0
NL200809,2023-02-20,Lalitpur-04,Trade,Salaried,174000.0,12,11.19,576000.0,803.0,No,4,5,No,0
NL200810,2023-02-20,Lalitpur-01,Agriculture,Informal,395000.0,12,12.31,544000.0,537.0,Yes,3,5,No,0
NL200811,2023-02-21,Dharan-01,Manufacturing,Salaried,138000.0,6,10.99,742000.0,747.0,No,1,2,No,0
NL200812,2023-02-21,Butwal-02,Trade,Informal,703000.0,24,12.53,,630.0,No,1,37,Yes,1
NL200813,2023-02-21,Janakpur-03,Trade,Salaried,97000.0,36,12.64,589000.0,617.0,No,1,16,No,0
NL200814,2023-02-21,Lalitpur-01,Trade,Business Owner,158000.0,24,13.02,680000.0,493.0,Yes,1,2,No,0
NL200815,2023-02-21,Bhaktapur-01,Service,Salaried,87000.0,18,10.94,1212000.0,677.0,Yes,1,59,No,0
NL200816,2023-02-21,Biratnagar-03,Tourism,Self-Employed,406000.0,6,12.01,350000.0,666.0,No,1,44,No,0
NL200817,2023-02-21,Butwal-02,Construction,Self-Employed,216000.0,24,11.67,274000.0,850.0,No,0,34,No,0
NL200818,2023-02-21,Lalitpur-02,Trade,Salaried,496000.0,18,11.03,742000.0,615.0,Yes,1,5,No,0
NL200819,2023-02-21,Bhaktapur-01,Service,Informal,143000.0,12,9.56,229000.0,788.0,Yes,1,13,No,0
NL200820,2023-02-21,Biratnagar-01,Trade,Business Owner,442000.0,24,11.74,296000.0,611.0,Yes,1,3,Yes,1
NL200821,2023-02-21,Kathmandu-01,Trade,Salaried,458000.0,12,11.0,1243000.0,608.0,Yes,1,1,No,0
NL200822,2023-02-21,Pokhara-04,Trade,Business Owner,348000.0,18,13.8,169000.0,480.0,Yes,1,38,Yes,1
NL200823,2023-02-21,Dharan-03,Manufacturing,Salaried,304000.0,48,10.78,590000.0,749.0,No,0,7,No,0
NL200824,2023-02-21,Birgunj-02,Manufacturing,Informal,329000.0,24,10.7,200000.0,653.0,Yes,1,6,No,0
NL200825,2023-02-21,Biratnagar-02,Agriculture,Self-Employed,150000.0,60,11.22,631000.0,640.0,Yes,0,14,No,0
NL200826,2023-02-21,Biratnagar-04,Construction,Salaried,132000.0,24,11.12,1523000.0,612.0,Yes,2,2,No,0
NL200827,2023-02-21,Janakpur-02,Trade,Salaried,446000.0,12,10.81,261000.0,662.0,Yes,1,5,No,0
NL200828,2023-02-21,Birgunj-01,Agriculture,Salaried,225000.0,36,11.87,133000.0,,Yes,0,6,No,0
NL200829,2023-02-21,Birgunj-02,Trade,Informal,417000.0,48,11.71,610000.0,683.0,No,0,19,No,0
NL200830,2023-02-21,Janakpur-02,Service,Salaried,949000.0,48,14.35,331000.0,549.0,No,3,19,No,0
NL200831,2023-02-21,Lalitpur-03,Service,Salaried,210000.0,24,12.08,436000.0,627.0,No,1,7,Yes,1
NL200832,2023-02-21,Kathmandu-04,Trade,Business Owner,189000.0,12,11.55,613000.0,687.0,No,0,13,Yes,1
NL200833,2023-02-21,Biratnagar-02,Trade,Salaried,233000.0,36,10.49,693000.0,774.0,Yes,1,2,No,0
NL200834,2023-02-22,Pokhara-01,Trade,Salaried,305000.0,12,11.43,697000.0,660.0,No,0,8,No,0
NL200835,2023-02-22,Bhaktapur-01,Trade,Business Owner,470000.0,6,9.38,481000.0,763.0,Yes,2,10,No,0
NL200836,2023-02-22,Lalitpur-01,Construction,Salaried,290000.0,12,11.22,641000.0,639.0,Yes,2,22,No,0
NL200837,2023-02-22,Nepalgunj-04,Trade,Business Owner,1410000.0,12,13.03,435000.0,551.0,Yes,1,33,No,0
NL200838,2023-02-22,Butwal-01,Service,Self-Employed,407000.0,24,11.92,399000.0,838.0,No,1,39,No,0
NL200839,2023-02-22,Butwal-04,Tourism,Salaried,533000.0,48,12.1,484000.0,629.0,No,4,2,No,0
NL200840,2023-02-22,Lalitpur-01,Manufacturing,Self-Employed,288000.0,36,11.07,699000.0,730.0,No,2,2,No,0
NL200841,2023-02-22,Pokhara-02,Service,Salaried,633000.0,36,11.67,327000.0,581.0,Yes,0,2,Yes,1
NL200842,2023-02-22,Butwal-01,Construction,Self-Employed,254000.0,36,10.41,,689.0,Yes,0,6,No,0
NL200843,2023-02-22,Birgunj-02,Trade,Self-Employed,183000.0,12,12.5,368000.0,673.0,No,0,60,No,0
NL200844,2023-02-22,Butwal-04,Trade,Business Owner,585000.0,24,11.82,310000.0,,No,0,13,No,0
NL200845,2023-02-22,Butwal-03,Service,Self-Employed,284000.0,36,11.79,938000.0,833.0,No,5,9,No,0
NL200846,2023-02-22,Biratnagar-01,Service,Business Owner,356000.0,18,10.83,615000.0,681.0,Yes,2,19,No,0
NL200847,2023-02-22,Dharan-04,Agriculture,Salaried,619000.0,18,11.04,619000.0,605.0,Yes,2,4,No,0
NL200848,2023-02-22,Bhaktapur-03,Trade,Informal,329000.0,36,9.68,272000.0,790.0,Yes,1,10,No,0
NL200849,2023-02-22,Kathmandu-04,Manufacturing,Salaried,265000.0,36,13.48,420000.0,468.0,Yes,0,6,No,0
NL200850,2023-02-22,Janakpur-01,Agriculture,Business Owner,198000.0,18,14.35,710000.0,501.0,Yes,0,3,Yes,1
NL200851,2023-02-22,Kathmandu-01,Tourism,Self-Employed,658000.0,24,10.18,616000.0,724.0,No,0,8,No,0
NL200852,2023-02-22,Bhaktapur-04,Trade,Salaried,230000.0,36,11.99,2398000.0,662.0,Yes,1,20,Yes,1
NL200853,2023-02-23,Lalitpur-01,Trade,Self-Employed,285000.0,48,12.72,,,No,4,3,No,1
NL200854,2023-02-23,Bhaktapur-02,Construction,Informal,368000.0,36,9.95,,677.0,Yes,0,3,No,0
NL200855,2023-02-23,Pokhara-04,Manufacturing,Business Owner,367000.0,12,10.55,373000.0,741.0,Yes,1,4,No,0
NL200856,2023-02-23,Lalitpur-02,Trade,Business Owner,634000.0,24,13.5,287000.0,540.0,No,1,4,No,0
NL200857,2023-02-23,Biratnagar-03,Trade,Self-Employed,281000.0,60,12.36,328000.0,632.0,Yes,1,32,Yes,1
NL200858,2023-02-23,Janakpur-02,Agriculture,Self-Employed,833000.0,18,10.79,520000.0,644.0,Yes,2,2,No,0
NL200859,2023-02-23,Lalitpur-02,Manufacturing,Salaried,246000.0,36,11.8,367000.0,669.0,No,1,8,No,0
NL200860,2023-02-23,Janakpur-02,Manufacturing,Business Owner,392000.0,24,9.98,1119000.0,701.0,Yes,2,4,No,0
NL200861,2023-02-23,Biratnagar-01,Construction,Salaried,258000.0,24,15.88,844000.0,453.0,No,1,13,No,0
NL200862,2023-02-23,Birgunj-04,Trade,Business Owner,1425000.0,24,11.26,835000.0,691.0,No,1,26,No,0
NL200863,2023-02-23,Biratnagar-02,Trade,Business Owner,228000.0,24,13.89,418000.0,459.0,Yes,3,18,No,0
NL200864,2023-02-23,Pokhara-01,Manufacturing,Self-Employed,244000.0,18,10.96,862000.0,636.0,Yes,0,5,No,0
NL200865,2023-02-23,Lalitpur-01,Construction,Business Owner,323000.0,36,13.63,922000.0,540.0,No,0,6,No,0
NL200866,2023-02-23,Birgunj-04,Trade,Salaried,243000.0,24,12.46,1315000.0,659.0,No,1,2,No,0
NL200867,2023-02-23,Janakpur-01,Manufacturing,Salaried,375000.0,48,10.29,350000.0,703.0,Yes,1,4,No,0
NL200868,2023-02-23,Birgunj-01,Trade,Salaried,746000.0,6,10.77,492000.0,645.0,Yes,1,4,No,0
NL200869,2023-02-24,Birgunj-04,Trade,Salaried,331000.0,36,12.88,307000.0,578.0,No,1,1,No,0
NL200870,2023-02-24,Butwal-02,Construction,Salaried,341000.0,12,12.57,2511000.0,515.0,Yes,2,11,No,0
NL200871,2023-02-24,Pokhara-04,Trade,Business Owner,250000.0,36,10.97,431000.0,636.0,Yes,1,4,No,0
NL200872,2023-02-24,Lalitpur-01,Trade,Business Owner,203000.0,48,11.86,1078000.0,601.0,Yes,0,2,No,0
NL200873,2023-02-24,Birgunj-01,Agriculture,Self-Employed,319000.0,36,11.2,539000.0,672.0,No,1,1,No,0
NL200874,2023-02-24,Nepalgunj-03,Service,Informal,298000.0,24,11.31,,,Yes,0,13,No,0
NL200875,2023-02-24,Pokhara-01,Service,Informal,715000.0,12,10.38,485000.0,773.0,Yes,1,4,No,0
NL200876,2023-02-24,Nepalgunj-03,Agriculture,Salaried,144000.0,60,11.26,867000.0,644.0,Yes,1,2,No,0
NL200877,2023-02-24,Nepalgunj-03,Trade,Self-Employed,883000.0,18,9.55,580000.0,727.0,Yes,2,8,No,0
NL200878,2023-02-24,Bhaktapur-02,Manufacturing,Informal,266000.0,6,12.74,,593.0,No,1,22,Yes,1
NL200879,2023-02-24,Birgunj-04,Service,Salaried,332000.0,6,10.69,591000.0,710.0,Yes,2,10,No,0
NL200880,2023-02-24,Dharan-02,Trade,Self-Employed,133000.0,36,10.83,312000.0,,No,0,6,No,0
NL200881,2023-02-24,Biratnagar-04,Manufacturing,Informal,452000.0,36,13.5,674000.0,575.0,No,5,10,No,0
NL200882,2023-02-24,Butwal-04,Service,Business Owner,144000.0,36,14.34,492000.0,498.0,No,1,32,Yes,1
NL200883,2023-02-24,Janakpur-01,Construction,Business Owner,392000.0,24,9.96,265000.0,760.0,Yes,2,10,No,0
NL200884,2023-02-25,Butwal-02,Construction,Informal,365000.0,24,13.19,619000.0,600.0,Yes,0,28,No,0
NL200885,2023-02-25,Nepalgunj-02,Construction,Salaried,232000.0,48,11.32,334000.0,579.0,Yes,1,9,No,0
NL200886,2023-02-25,Nepalgunj-01,Service,Business Owner,63000.0,36,10.94,422000.0,611.0,Yes,2,3,Yes,0
NL200887,2023-02-25,Nepalgunj-01,Trade,Business Owner,1499000.0,18,12.04,502000.0,550.0,Yes,0,18,No,0
NL200888,2023-02-25,Nepalgunj-03,Construction,Salaried,135000.0,60,11.26,139000.0,700.0,No,3,2,No,0
NL200889,2023-02-25,Bhaktapur-02,Service,Salaried,364000.0,60,11.13,374000.0,639.0,No,3,5,No,0
NL200890,2023-02-25,Kathmandu-01,Agriculture,Salaried,172000.0,24,12.78,867000.0,645.0,No,6,9,No,0
NL200891,2023-02-25,Lalitpur-03,Agriculture,Business Owner,651000.0,24,11.01,434000.0,748.0,No,1,6,No,0
NL200892,2023-02-25,Bhaktapur-02,Trade,Business Owner,223000.0,48,10.44,150000.0,649.0,Yes,1,9,No,0
NL200893,2023-02-25,Butwal-04,Trade,Informal,169000.0,36,10.53,,790.0,Yes,0,8,No,0
NL200894,2023-02-25,Birgunj-01,Manufacturing,Salaried,463000.0,12,12.02,660000.0,638.0,No,2,7,No,0
NL200895,2023-02-26,Biratnagar-03,Manufacturing,Self-Employed,114000.0,60,15.0,407000.0,497.0,No,0,7,No,0
NL200896,2023-02-26,Kathmandu-01,Trade,Salaried,218000.0,36,12.36,415000.0,556.0,Yes,2,4,No,0
NL200897,2023-02-26,Butwal-04,Manufacturing,Informal,498000.0,36,11.92,,571.0,Yes,0,7,Yes,1
NL200898,2023-02-26,Pokhara-03,Agriculture,Self-Employed,918000.0,24,12.21,718000.0,651.0,No,2,10,No,0
NL200899,2023-02-26,Dharan-03,Service,Business Owner,144000.0,6,10.55,294000.0,785.0,Yes,3,18,No,0
NL200900,2023-02-26,Lalitpur-01,Trade,Salaried,187000.0,18,11.78,686000.0,658.0,No,1,2,No,0
NL200901,2023-02-26,Bhaktapur-04,Agriculture,Salaried,386000.0,18,12.11,414000.0,618.0,No,0,9,No,0
NL200902,2023-02-26,Kathmandu-03,Agriculture,Salaried,66000.0,24,13.28,1063000.0,611.0,Yes,2,64,No,0
NL200903,2023-02-26,Bhaktapur-04,Tourism,Business Owner,821000.0,36,10.33,362000.0,692.0,Yes,2,21,No,0
NL200904,2023-02-26,Janakpur-01,Trade,Salaried,140000.0,24,11.34,246000.0,679.0,No,0,17,No,0
NL200905,2023-02-26,Biratnagar-04,Construction,Business Owner,214000.0,18,10.72,,716.0,Yes,0,22,No,0
NL200906,2023-02-26,Biratnagar-02,Agriculture,Salaried,361000.0,12,13.41,664000.0,573.0,No,5,5,No,0
NL200907,2023-02-26,Bhaktapur-03,Agriculture,Self-Employed,308000.0,36,10.6,,850.0,Yes,0,24,No,0
NL200908,2023-02-26,Bhaktapur-03,Service,Salaried,144000.0,36,11.23,826000.0,607.0,Yes,0,4,No,0
NL200909,2023-02-26,Butwal-03,Trade,Salaried,1079000.0,18,11.32,263000.0,580.0,Yes,3,3,No,0
NL200910,2023-02-26,Janakpur-04,Service,Self-Employed,50000.0,12,10.18,300000.0,,Yes,0,2,No,0
NL200911,2023-02-26,Dharan-02,Trade,Self-Employed,128000.0,12,10.93,1108000.0,726.0,No,0,4,No,0
NL200912,2023-02-27,Dharan-02,Trade,Self-Employed,184000.0,36,11.88,641000.0,579.0,Yes,0,0,No,0
NL200913,2023-02-27,Biratnagar-03,Construction,Self-Employed,145000.0,36,10.62,369000.0,704.0,Yes,1,0,No,0
NL200914,2023-02-27,Kathmandu-04,Trade,Salaried,740000.0,36,13.74,164000.0,600.0,No,0,30,Yes,1
NL200915,2023-02-27,Dharan-01,Construction,Self-Employed,85000.0,48,9.83,226000.0,680.0,Yes,1,6,Yes,1
NL200916,2023-02-27,Nepalgunj-01,Service,Business Owner,954000.0,36,11.24,270000.0,662.0,Yes,0,6,No,0
NL200917,2023-02-27,Birgunj-01,Agriculture,Salaried,241000.0,24,10.62,345000.0,850.0,Yes,3,12,No,0
NL200918,2023-02-27,Kathmandu-04,Trade,Self-Employed,107000.0,18,9.88,591000.0,,Yes,0,3,No,0
NL200919,2023-02-27,Dharan-01,Manufacturing,Salaried,61000.0,18,10.84,210000.0,741.0,Yes,3,23,No,0
NL200920,2023-02-27,Janakpur-01,Manufacturing,Salaried,252000.0,18,10.86,352000.0,713.0,No,3,6,No,0
NL200921,2023-02-27,Bhaktapur-01,Construction,Salaried,175000.0,12,14.0,223000.0,521.0,No,0,6,No,1
NL200922,2023-02-27,Lalitpur-03,Trade,Self-Employed,354000.0,12,11.37,377000.0,658.0,Yes,2,21,No,0
NL200923,2023-02-27,Dharan-02,Trade,Salaried,212000.0,6,11.6,2145000.0,598.0,Yes,3,21,Yes,1
NL200924,2023-02-27,Pokhara-02,Tourism,Informal,607000.0,12,10.6,,635.0,Yes,2,9,No,0
NL200925,2023-02-27,Dharan-01,Trade,Business Owner,267000.0,36,12.6,698000.0,,No,0,32,No,0
NL200926,2023-02-28,Dharan-01,Manufacturing,Salaried,216000.0,24,13.3,354000.0,477.0,Yes,1,1,No,0
NL200927,2023-02-28,Bhaktapur-03,Trade,Self-Employed,615000.0,18,11.79,251000.0,613.0,Yes,0,15,No,0
NL200928,2023-02-28,Kathmandu-02,Trade,Salaried,352000.0,12,11.65,463000.0,652.0,No,1,0,No,0
NL200929,2023-02-28,Birgunj-03,Manufacturing,Salaried,530000.0,24,10.19,187000.0,728.0,No,3,7,No,0
NL200930,2023-02-28,Biratnagar-01,Manufacturing,Informal,702000.0,60,11.93,731000.0,566.0,Yes,3,3,No,0
NL200931,2023-02-28,Nepalgunj-03,Manufacturing,Self-Employed,238000.0,18,12.68,432000.0,565.0,Yes,1,9,No,0
NL200932,2023-02-28,Pokhara-03,Service,Salaried,305000.0,36,12.2,481000.0,559.0,Yes,0,3,No,0
NL200933,2023-02-28,Bhaktapur-02,Agriculture,Informal,558000.0,48,11.3,,610.0,Yes,1,4,No,0
NL200934,2023-02-28,Nepalgunj-03,Tourism,Informal,50000.0,36,12.63,504000.0,533.0,Yes,0,28,Yes,1
NL200935,2023-02-28,Dharan-02,Trade,Self-Employed,275000.0,24,11.45,422000.0,766.0,No,1,1,No,0
NL200936,2023-02-28,Butwal-01,Service,Business Owner,251000.0,18,9.6,270000.0,,Yes,0,22,No,0
NL200937,2023-02-28,Janakpur-03,Service,Business Owner,393000.0,6,11.45,,850.0,No,2,30,No,0
NL200938,2023-02-28,Dharan-04,Agriculture,Business Owner,163000.0,36,13.66,382000.0,590.0,No,2,6,No,0
NL200939,2023-03-01,Nepalgunj-03,Service,Self-Employed,674000.0,60,9.81,587000.0,722.0,Yes,6,17,No,0
NL200940,2023-03-01,Dharan-04,Manufacturing,Business Owner,171000.0,36,14.04,717000.0,525.0,Yes,1,63,No,0
NL200941,2023-03-01,Biratnagar-01,Service,Self-Employed,210000.0,6,9.98,,780.0,Yes,2,12,No,0
NL200942,2023-03-01,Kathmandu-03,Manufacturing,Salaried,180000.0,12,10.6,522000.0,620.0,Yes,2,4,No,0
NL200943,2023-03-01,Butwal-01,Agriculture,Salaried,746000.0,18,11.54,516000.0,632.0,Yes,3,7,No,0
NL200944,2023-03-01,Dharan-03,Service,Self-Employed,62000.0,60,9.31,1057000.0,761.0,Yes,2,18,No,0
NL200945,2023-03-01,Janakpur-04,Service,Salaried,1133000.0,12,11.01,824000.0,755.0,No,3,2,No,0
NL200946,2023-03-01,Butwal-04,Trade,Salaried,895000.0,18,13.86,394000.0,547.0,Yes,0,22,Yes,1
NL200947,2023-03-01,Birgunj-03,Service,Self-Employed,194000.0,24,11.21,376000.0,630.0,Yes,1,13,No,0
NL200948,2023-03-01,Birgunj-04,Trade,Informal,641000.0,12,9.28,536000.0,775.0,Yes,1,5,No,0
NL200949,2023-03-01,Lalitpur-01,Construction,Salaried,327000.0,12,12.3,244000.0,605.0,No,1,4,No,0
NL200950,2023-03-01,Kathmandu-01,Service,Salaried,1024000.0,12,11.05,267000.0,669.0,Yes,1,16,No,0
NL200951,2023-03-01,Kathmandu-02,Trade,Business Owner,605000.0,24,10.34,366000.0,691.0,Yes,0,19,No,0
NL200952,2023-03-01,Janakpur-01,Trade,Self-Employed,1536000.0,18,9.39,120000.0,774.0,Yes,1,1,No,0
NL200953,2023-03-01,Dharan-04,Service,Business Owner,92000.0,6,11.34,265000.0,703.0,No,2,28,No,0
NL200954,2023-03-02,Bhaktapur-03,Construction,Self-Employed,342000.0,24,12.64,398000.0,617.0,No,5,19,Yes,1
NL200955,2023-03-02,Biratnagar-01,Trade,Self-Employed,81000.0,36,14.52,2700000.0,453.0,Yes,1,14,No,0
NL200956,2023-03-02,Biratnagar-04,Trade,Salaried,201000.0,36,9.83,328000.0,707.0,Yes,2,8,No,0
NL200957,2023-03-02,Bhaktapur-02,Service,Self-Employed,1603000.0,36,11.84,736000.0,656.0,No,0,3,No,0
NL200958,2023-03-02,Biratnagar-01,Tourism,Self-Employed,421000.0,24,9.69,432000.0,809.0,Yes,3,14,No,0
NL200959,2023-03-02,Pokhara-02,Construction,Salaried,621000.0,36,10.36,642000.0,695.0,Yes,1,7,No,0
NL200960,2023-03-02,Butwal-04,Trade,Salaried,436000.0,12,12.59,250000.0,586.0,No,0,14,No,0
NL200961,2023-03-02,Dharan-03,Manufacturing,Self-Employed,416000.0,12,12.66,,522.0,Yes,1,1,No,0
NL200962,2023-03-02,Kathmandu-04,Agriculture,Business Owner,200000.0,36,10.92,1148000.0,,Yes,0,8,No,0
NL200963,2023-03-02,Biratnagar-03,Agriculture,Self-Employed,174000.0,18,10.69,214000.0,674.0,Yes,0,3,No,0
NL200964,2023-03-02,Janakpur-04,Service,Business Owner,196000.0,12,10.9,1227000.0,650.0,Yes,1,1,No,0
NL200965,2023-03-02,Nepalgunj-03,Agriculture,Business Owner,50000.0,6,12.95,388000.0,520.0,Yes,2,2,No,0
NL200966,2023-03-03,Dharan-04,Manufacturing,Salaried,279000.0,48,16.11,293000.0,375.0,Yes,1,11,No,1
NL200967,2023-03-03,Dharan-02,Trade,Informal,355000.0,36,13.93,355000.0,549.0,No,0,11,No,0
NL200968,2023-03-03,Kathmandu-01,Trade,Business Owner,186000.0,12,15.34,1320000.0,408.0,Yes,0,27,Yes,1
NL200969,2023-03-03,Janakpur-03,Service,Salaried,269000.0,18,13.92,,547.0,No,0,6,Yes,1
NL200970,2023-03-03,Dharan-02,Trade,Self-Employed,440000.0,12,11.43,386000.0,663.0,No,1,0,No,0
NL200971,2023-03-03,Nepalgunj-04,Service,Salaried,576000.0,12,9.85,895000.0,777.0,Yes,1,5,No,0
NL200972,2023-03-03,Janakpur-01,Agriculture,Informal,121000.0,12,14.64,,407.0,Yes,1,8,No,0
NL200973,2023-03-03,Bhaktapur-03,Construction,Self-Employed,163000.0,18,11.87,1773000.0,543.0,Yes,3,10,No,0
NL200974,2023-03-03,Kathmandu-01,Trade,Self-Employed,522000.0,36,10.86,1007000.0,678.0,No,0,8,No,0
NL200975,2023-03-03,Butwal-03,Trade,Informal,461000.0,60,11.83,318000.0,597.0,Yes,2,12,No,0
NL200976,2023-03-03,Biratnagar-03,Manufacturing,Self-Employed,813000.0,6,11.37,1096000.0,655.0,Yes,3,13,No,0
NL200977,2023-03-03,Kathmandu-01,Service,Salaried,788000.0,18,11.32,148000.0,676.0,No,1,4,No,0
NL200978,2023-03-04,Bhaktapur-03,Trade,Self-Employed,1814000.0,36,10.96,788000.0,601.0,Yes,1,9,No,0
NL200979,2023-03-04,Janakpur-04,Agriculture,Business Owner,238000.0,18,9.67,326000.0,754.0,Yes,1,14,No,0
NL200980,2023-03-04,Pokhara-03,Trade,Salaried,969000.0,12,9.13,707000.0,850.0,Yes,0,1,No,0
NL200981,2023-03-04,Bhaktapur-03,Trade,Self-Employed,149000.0,12,14.53,1652000.0,539.0,No,3,11,No,0
NL200982,2023-03-04,Butwal-03,Agriculture,Self-Employed,1786000.0,24,10.2,174000.0,728.0,Yes,0,22,No,0
NL200983,2023-03-04,Butwal-03,Manufacturing,Self-Employed,417000.0,12,11.32,866000.0,840.0,No,4,8,No,0
NL200984,2023-03-04,Pokhara-02,Service,Informal,445000.0,12,11.09,823000.0,777.0,Yes,4,44,No,0
NL200985,2023-03-04,Nepalgunj-02,Manufacturing,Self-Employed,623000.0,36,11.68,736000.0,575.0,Yes,1,1,No,0
NL200986,2023-03-04,Birgunj-04,Construction,Business Owner,107000.0,18,11.28,266000.0,609.0,Yes,0,0,No,0
NL200987,2023-03-04,Lalitpur-03,Trade,Business Owner,132000.0,48,13.58,463000.0,475.0,Yes,1,6,No,0
NL200988,2023-03-04,Pokhara-01,Manufacturing,Salaried,323000.0,24,12.31,269000.0,586.0,Yes,5,9,No,0
NL200989,2023-03-04,Nepalgunj-02,Trade,Salaried,384000.0,12,12.94,638000.0,589.0,No,2,6,No,0
NL200990,2023-03-04,Kathmandu-04,Service,Informal,1414000.0,12,11.47,218000.0,683.0,No,1,3,No,0
NL200991,2023-03-04,Kathmandu-01,Service,Business Owner,146000.0,48,13.45,373000.0,532.0,No,2,3,No,0
NL200992,2023-03-04,Butwal-03,Service,Self-Employed,941000.0,12,11.65,,647.0,No,3,10,No,0
NL200993,2023-03-04,Biratnagar-02,Trade,Salaried,243000.0,18,10.92,310000.0,660.0,Yes,2,8,No,0
NL200994,2023-03-04,Bhaktapur-03,Agriculture,Salaried,240000.0,18,11.87,382000.0,596.0,Yes,4,9,No,0
NL200995,2023-03-04,Biratnagar-03,Service,Salaried,262000.0,60,9.91,279000.0,720.0,Yes,0,15,No,0
NL200996,2023-03-04,Lalitpur-04,Construction,Self-Employed,236000.0,60,13.06,573000.0,597.0,No,2,35,No,0
NL200997,2023-03-05,Pokhara-03,Service,Self-Employed,427000.0,36,11.98,449000.0,671.0,No,2,24,No,0
NL200998,2023-03-05,Bhaktapur-02,Agriculture,Salaried,221000.0,12,12.53,,517.0,Yes,1,2,No,0
NL200999,2023-03-05,Birgunj-04,Service,Business Owner,103000.0,12,13.05,331000.0,566.0,No,4,20,No,0
NL201000,2023-03-05,Butwal-03,Service,Informal,243000.0,12,10.29,539000.0,731.0,No,2,5,No,0
NL201001,2023-03-05,Janakpur-01,Agriculture,Informal,418000.0,12,13.79,254000.0,481.0,Yes,1,4,No,0
NL201002,2023-03-05,Kathmandu-03,Agriculture,Business Owner,104000.0,48,9.76,476000.0,712.0,Yes,1,0,No,0
NL201003,2023-03-05,Pokhara-02,Service,Self-Employed,459000.0,24,11.61,499000.0,609.0,Yes,2,29,No,0
NL201004,2023-03-05,Bhaktapur-03,Service,Self-Employed,719000.0,12,14.14,539000.0,447.0,Yes,1,6,No,0
NL201005,2023-03-05,Birgunj-04,Manufacturing,Self-Employed,900000.0,36,12.02,352000.0,598.0,Yes,0,29,No,0
NL201006,2023-03-05,Birgunj-02,Manufacturing,Salaried,382000.0,12,10.61,712000.0,710.0,No,1,3,No,0
NL201007,2023-03-05,Nepalgunj-04,Service,Informal,77000.0,24,11.16,888000.0,850.0,No,1,19,No,0
NL201008,2023-03-05,Janakpur-01,Agriculture,Business Owner,482000.0,12,10.15,730000.0,817.0,Yes,1,1,No,0
NL201009,2023-03-05,Dharan-03,Service,Business Owner,613000.0,24,13.71,557000.0,552.0,No,2,19,No,0
NL201010,2023-03-05,Lalitpur-04,Service,Salaried,176000.0,12,10.67,202000.0,716.0,Yes,3,20,No,0
